date,pi_btc_krw,pi_btc_usdt,pi_eth_krw,pi_eth_usdt,pi_bnb_krw,pi_bnb_usdt,pi_xvs_krw,pi_xvs_usdt,pi_eth_btc,pi_bnb_btc,pi_xvs_btc,alpha_xvs_eth,alpha_bnb_eth
2020-04-05,0.014226,-0.000223,0.009763,-0.004622,,,,,-0.004400,,,,
2020-04-06,0.017683,0.005210,0.009195,-0.003174,,,,,-0.008340,,,,
2020-04-07,0.022163,0.010268,0.017645,0.005803,,,,,-0.004420,,,,
2020-04-08,0.015529,0.007312,0.024995,0.016701,,,,,0.009322,,,,
2020-04-09,0.014214,0.006890,0.022223,0.014841,,,,,0.007897,,,,
2020-04-10,0.012476,0.005842,-0.001962,-0.008502,,,,,-0.014261,,,,
2020-04-11,0.005922,-0.001854,0.005090,-0.002680,,,,,-0.000827,,,,
2020-04-12,0.008926,-0.006647,0.022281,0.006501,,,,,0.013236,,,,
2020-04-13,0.010471,0.001329,0.016047,0.006855,,,,,0.005518,,,,
2020-04-14,0.003007,-0.006714,-0.000836,-0.010519,,,,,-0.003831,,,,
2020-04-15,0.014127,0.004792,0.023591,0.014169,,,,,0.009332,,,,
2020-04-16,0.010712,0.010569,0.011200,0.011057,,,,,0.000483,,,,
2020-04-17,0.009471,0.001353,0.017120,0.008941,,,,,0.007577,,,,
2020-04-18,0.020100,0.010673,0.021143,0.011707,,,,,0.001023,,,,
2020-04-19,0.007604,-0.002125,0.007206,-0.002520,,,,,-0.000395,,,,
2020-04-20,0.011764,0.005764,0.005739,-0.000226,,,,,-0.005955,,,,
2020-04-21,0.017376,0.008128,0.017135,0.007889,,,,,-0.000237,,,,
2020-04-22,0.013169,0.000561,0.025167,0.012410,,,,,0.011842,,,,
2020-04-23,0.010545,-0.000562,0.020703,0.009484,,,,,0.010052,,,,
2020-04-24,0.016553,0.009442,0.013326,0.006239,,,,,-0.003174,,,,
2020-04-25,0.017220,0.008163,0.009688,0.000698,,,,,-0.007405,,,,
2020-04-26,0.017104,0.006872,0.016767,0.006539,,,,,-0.000331,,,,
2020-04-27,0.011411,-0.000546,0.017031,0.005008,,,,,0.005557,,,,
2020-04-28,0.002779,-0.010893,0.000767,-0.012877,,,,,-0.002006,,,,
2020-04-29,0.005127,-0.002964,0.012162,0.004015,,,,,0.006999,,,,
2020-04-30,0.012190,0.000124,0.016980,0.004857,,,,,0.004733,,,,
2020-05-01,0.016141,0.003304,0.024797,0.011851,,,,,0.008518,,,,
2020-05-02,0.008238,-0.003584,0.007442,-0.004370,,,,,-0.000789,,,,
2020-05-03,0.010076,0.003827,0.022854,0.016526,,,,,0.012650,,,,
2020-05-04,0.013916,0.009113,0.006502,0.001734,,,,,-0.007313,,,,
2020-05-05,0.012082,0.006091,0.008326,0.002356,,,,,-0.003712,,,,
2020-05-06,0.021423,0.009999,0.034987,0.023411,,,,,0.013280,,,,
2020-05-07,0.022601,0.012881,0.020386,0.010687,,,,,-0.002166,,,,
2020-05-08,0.002226,-0.006687,0.008945,-0.000027,,,,,0.006704,,,,
2020-05-09,0.009305,-0.006433,0.008191,-0.007531,,,,,-0.001105,,,,
2020-05-10,0.004680,-0.007877,0.009125,-0.003488,,,,,0.004424,,,,
2020-05-11,0.012585,0.005203,0.012800,0.005417,,,,,0.000213,,,,
2020-05-12,0.010289,-0.000383,0.014161,0.003448,,,,,0.003832,,,,
2020-05-13,0.021858,0.011836,0.019719,0.009719,,,,,-0.002093,,,,
2020-05-14,0.013767,0.004184,0.027473,0.017761,,,,,0.013520,,,,
2020-05-15,0.018024,0.007832,0.010500,0.000383,,,,,-0.007391,,,,
2020-05-16,0.009208,0.001652,-0.015010,-0.022384,,,,,-0.023997,,,,
2020-05-17,0.015040,0.001791,-0.001136,-0.014174,,,,,-0.015937,,,,
2020-05-18,0.020311,0.009432,0.024615,0.013690,,,,,0.004217,,,,
2020-05-19,0.013128,0.002844,0.007945,-0.002286,,,,,-0.005116,,,,
2020-05-20,0.010970,-0.000243,0.017430,0.006145,,,,,0.006390,,,,
2020-05-21,0.014666,0.005629,0.001037,-0.007879,,,,,-0.013432,,,,
2020-05-22,0.016829,0.005101,0.018291,0.006546,,,,,0.001438,,,,
2020-05-23,0.012069,0.001655,0.014727,0.004286,,,,,0.002627,,,,
2020-05-24,0.009469,0.000822,-0.004395,-0.012924,,,,,-0.013735,,,,
2020-05-25,0.009720,-0.003690,0.026493,0.012860,,,,,0.016612,,,,
2020-05-26,0.009283,0.005045,0.011779,0.007531,,,,,0.002474,,,,
2020-05-27,0.023092,0.013489,0.033689,0.023987,,,,,0.010358,,,,
2020-05-28,0.024057,0.012659,0.027794,0.016355,,,,,0.003650,,,,
2020-05-29,0.022867,0.014586,0.019339,0.011086,,,,,-0.003449,,,,
2020-05-30,0.019967,0.013636,0.019525,0.013197,,,,,-0.000433,,,,
2020-05-31,0.019383,0.004299,0.015331,0.000306,,,,,-0.003975,,,,
2020-06-01,0.008358,-0.001041,0.003515,-0.005838,,,,,-0.004803,,,,
2020-06-02,0.017572,0.003055,0.007781,-0.006596,,,,,-0.009622,,,,
2020-06-03,0.017134,0.010650,0.016626,0.010146,,,,,-0.000499,,,,
2020-06-04,0.014006,0.007757,0.016959,0.010692,,,,,0.002912,,,,
2020-06-05,0.021677,0.011780,0.019583,0.009706,,,,,-0.002049,,,,
2020-06-06,0.017336,0.005362,0.014697,0.002754,,,,,-0.002594,,,,
2020-06-07,0.006520,-0.008831,-0.001125,-0.016360,,,,,-0.007596,,,,
2020-06-08,0.028571,0.013952,0.028540,0.013921,,,,,-0.000030,,,,
2020-06-09,0.011666,0.003963,0.021670,0.013891,,,,,0.009889,,,,
2020-06-10,0.017868,0.009046,0.007770,-0.000963,,,,,-0.009920,,,,
2020-06-11,0.013326,0.005512,0.002932,-0.004802,,,,,-0.010258,,,,
2020-06-12,0.017378,0.011793,0.026927,0.021289,,,,,0.009385,,,,
2020-06-13,0.007592,0.003058,0.011196,0.006645,,,,,0.003576,,,,
2020-06-14,0.010975,0.001517,0.013688,0.004205,,,,,0.002684,,,,
2020-06-15,0.016697,0.008844,0.021713,0.013821,,,,,0.004933,,,,
2020-06-16,0.009868,-0.000514,-0.004699,-0.014932,,,,,-0.014425,,,,
2020-06-17,0.018557,0.005525,0.008527,-0.004377,,,,,-0.009847,,,,
2020-06-18,0.002627,-0.007491,-0.003092,-0.013152,,,,,-0.005704,,,,
2020-06-19,0.019570,0.012946,0.026252,0.019585,,,,,0.006554,,,,
2020-06-20,0.021374,0.009438,0.036375,0.024264,,,,,0.014687,,,,
2020-06-21,0.019595,0.004093,0.024633,0.009055,,,,,0.004942,,,,
2020-06-22,0.006930,-0.003094,0.015372,0.005264,,,,,0.008384,,,,
2020-06-23,0.016817,0.004530,0.008295,-0.003889,,,,,-0.008381,,,,
2020-06-24,0.018839,0.005914,0.025718,0.012705,,,,,0.006752,,,,
2020-06-25,0.016948,0.006793,0.018627,0.008455,,,,,0.001651,,,,
2020-06-26,0.010251,0.001165,0.022432,0.013237,,,,,0.012058,,,,
2020-06-27,0.020308,0.010201,0.028145,0.017961,,,,,0.007681,,,,
2020-06-28,0.025017,0.014977,0.022681,0.012664,,,,,-0.002279,,,,
2020-06-29,0.017792,0.011171,0.015927,0.009318,,,,,-0.001833,,,,
2020-06-30,0.016841,0.003151,0.029262,0.015405,,,,,0.012215,,,,
2020-07-01,0.020875,0.009237,0.027494,0.015780,,,,,0.006483,,,,
2020-07-02,0.011315,0.002188,0.001801,-0.007240,,,,,-0.009407,,,,
2020-07-03,0.011432,0.000684,0.001806,-0.008840,,,,,-0.009517,,,,
2020-07-04,0.008808,-0.002176,0.012703,0.001678,,,,,0.003862,,,,
2020-07-05,0.006473,-0.004221,-0.001260,-0.011871,,,,,-0.007682,,,,
2020-07-06,0.019621,0.008698,0.022107,0.011158,,,,,0.002439,,,,
2020-07-07,0.009195,-0.003126,0.010748,-0.001592,,,,,0.001539,,,,
2020-07-08,0.019082,0.007531,0.009397,-0.002044,,,,,-0.009503,,,,
2020-07-09,0.009642,0.000873,0.005736,-0.002999,,,,,-0.003868,,,,
2020-07-10,0.022916,0.008440,0.016390,0.002007,,,,,-0.006380,,,,
2020-07-11,0.015493,0.009735,0.011649,0.005913,,,,,-0.003785,,,,
2020-07-12,0.015688,0.005141,0.015504,0.004959,,,,,-0.000181,,,,
2020-07-13,0.018161,0.000862,0.027351,0.009895,,,,,0.009026,,,,
2020-07-14,0.016379,0.009835,0.029665,0.023036,,,,,0.013072,,,,
2020-07-15,0.016535,0.009025,0.007121,-0.000320,,,,,-0.009261,,,,
2020-07-16,0.014753,0.008702,0.018554,0.012481,,,,,0.003746,,,,
2020-07-17,0.017499,0.011324,0.019832,0.013643,,,,,0.002293,,,,
2020-07-18,0.022248,0.013792,0.017108,0.008695,,,,,-0.005028,,,,
2020-07-19,0.018257,0.012174,0.012519,0.006470,,,,,-0.005635,,,,
2020-07-20,0.021165,0.010781,0.030110,0.019635,,,,,0.008760,,,,
2020-07-21,0.016292,0.004770,0.009236,-0.002206,,,,,-0.006943,,,,
2020-07-22,0.023659,0.014968,0.012352,0.003756,,,,,-0.011046,,,,
2020-07-23,0.015899,0.009610,0.027290,0.020931,,,,,0.011213,,,,
2020-07-24,0.019452,0.007662,0.003489,-0.008116,,,,,-0.015658,,,,
2020-07-25,0.007344,-0.006509,0.004886,-0.008934,,,,,-0.002441,,,,
2020-07-26,0.018181,0.011178,0.013597,0.006626,,,,,-0.004502,,,,
2020-07-27,0.016202,0.003560,0.017542,0.004883,,,,,0.001319,,,,
2020-07-28,0.012789,0.008200,0.020885,0.016259,,,,,0.007994,,,,
2020-07-29,0.018546,0.005979,0.031075,0.018354,,,,,0.012301,,,,
2020-07-30,0.007843,-0.001454,0.012685,0.003344,,,,,0.004805,,,,
2020-07-31,0.008905,0.001613,0.013381,0.006057,,,,,0.004437,,,,
2020-08-01,0.008115,0.001481,0.004263,-0.002346,,,,,-0.003822,,,,
2020-08-02,0.009616,-0.001358,0.023110,0.011989,,,,,0.013365,,,,
2020-08-03,0.006133,-0.007672,0.016290,0.002345,,,,,0.010095,,,,
2020-08-04,0.018510,0.011870,0.035473,0.028723,,,,,0.016655,,,,
2020-08-05,0.023409,0.008888,0.016103,0.001685,,,,,-0.007140,,,,
2020-08-06,0.026376,0.017867,0.031947,0.023391,,,,,0.005427,,,,
2020-08-07,0.024615,0.015210,0.022076,0.012694,,,,,-0.002478,,,,
2020-08-08,0.024032,0.018269,0.016557,0.010837,,,,,-0.007299,,,,
2020-08-09,0.019630,0.009674,0.010998,0.001125,,,,,-0.008466,,,,
2020-08-10,0.013544,0.002648,0.006070,-0.004746,,,,,-0.007374,,,,
2020-08-11,0.012230,0.006578,0.005529,-0.000086,,,,,-0.006620,,,,
2020-08-12,0.013063,-0.002399,0.017612,0.002081,,,,,0.004490,,,,
2020-08-13,0.008464,-0.002823,0.000065,-0.011128,,,,,-0.008328,,,,
2020-08-14,0.010748,0.003310,0.015367,0.007894,,,,,0.004569,,,,
2020-08-15,0.016731,0.007028,0.020813,0.011071,,,,,0.004015,,,,
2020-08-16,0.008815,0.002192,0.007895,0.001278,,,,,-0.000913,,,,
2020-08-17,0.016911,0.011867,0.009216,0.004211,,,,,-0.007567,,,,
2020-08-18,0.017342,0.011509,0.025765,0.019885,,,,,0.008280,,,,
2020-08-19,0.017004,0.010340,0.009751,0.003134,,,,,-0.007132,,,,
2020-08-20,0.024317,0.015724,0.025613,0.017009,,,,,0.001265,,,,
2020-08-21,0.016239,0.004993,0.016953,0.005699,,,,,0.000702,,,,
2020-08-22,0.027567,0.013976,0.034297,0.020616,,,,,0.006549,,,,
2020-08-23,0.013390,0.006283,0.006008,-0.001047,,,,,-0.007284,,,,
2020-08-24,0.013769,0.007141,0.026462,0.019751,,,,,0.012520,,,,
2020-08-25,0.015115,0.002949,0.015691,0.003518,,,,,0.000567,,,,
2020-08-26,0.009371,-0.004639,0.014352,0.000273,,,,,0.004935,,,,
2020-08-27,0.006616,-0.000535,0.007217,0.000062,,,,,0.000597,,,,
2020-08-28,0.014490,0.006494,0.018319,0.010292,,,,,0.003774,,,,
2020-08-29,0.017309,0.009464,0.019736,0.011873,,,,,0.002386,,,,
2020-08-30,0.016318,0.004381,0.010120,-0.001744,,,,,-0.006099,,,,
2020-08-31,0.009137,-0.000100,-0.002606,-0.011735,,,,,-0.011637,,,,
2020-09-01,0.013386,0.005871,0.014109,0.006589,,,,,0.000713,,,,
2020-09-02,0.020818,0.011661,0.024175,0.014987,,,,,0.003288,,,,
2020-09-03,0.013318,0.002007,-0.000745,-0.011899,,,,,-0.013878,,,,
2020-09-04,0.019042,0.007717,0.015241,0.003958,,,,,-0.003730,,,,
2020-09-05,0.005585,-0.005517,0.013256,0.002069,,,,,0.007628,,,,
2020-09-06,0.023026,0.016864,0.041222,0.034950,,,,,0.017786,,,,
2020-09-07,0.024733,0.015879,0.024115,0.015266,,,,,-0.000603,,,,
2020-09-08,0.024171,0.011099,0.025306,0.012220,,,,,0.001108,,,,
2020-09-09,0.013093,0.002109,0.018384,0.007342,,,,,0.005222,,,,
2020-09-10,0.021228,0.008240,0.016535,0.003607,,,,,-0.004595,,,,
2020-09-11,0.007281,0.000106,0.004094,-0.003059,,,,,-0.003164,,,,
2020-09-12,0.013130,-0.000330,0.007623,-0.005764,,,,,-0.005436,,,,
2020-09-13,0.009773,-0.000367,0.003664,-0.006414,,,,,-0.006050,,,,
2020-09-14,0.025597,0.017892,0.032974,0.025213,,,,,0.007193,,,,
2020-09-15,0.016362,0.010618,0.020550,0.014781,,,,,0.004120,,,,
2020-09-16,0.017388,0.006243,0.025596,0.014361,,,,,0.008068,,,,
2020-09-17,0.014882,0.002495,0.013691,0.001319,,,,,-0.001173,,,,
2020-09-18,0.011441,0.007310,0.014465,0.010321,,,,,0.002990,,,,
2020-09-19,0.017028,0.004910,0.016666,0.004552,,,,,-0.000357,,,,
2020-09-20,0.026203,0.013359,0.026881,0.014029,,,,,0.000661,,,,
2020-09-21,0.012060,0.005000,0.020755,0.013635,,,,,0.008592,,,,
2020-09-22,0.014749,0.004957,0.006517,-0.003196,,,,,-0.008112,,,,
2020-09-23,0.009970,0.001812,0.008993,0.000843,,,,,-0.000967,,,,
2020-09-24,0.017675,0.008240,0.023082,0.013596,,,,,0.005313,,,,
2020-09-25,0.019175,0.013080,0.010336,0.004294,,,,,-0.008673,,,,
2020-09-26,0.016079,0.004309,0.019017,0.007213,,,,,0.002892,,,,
2020-09-27,0.021321,0.007612,0.013568,-0.000037,,,,,-0.007591,,,,
2020-09-28,0.016740,0.008554,0.023171,0.014933,,,,,0.006325,,,,
2020-09-29,0.007200,-0.006166,0.002304,-0.010996,,,,,-0.004860,,,,
2020-09-30,0.004592,-0.007665,0.003549,-0.008695,,,,,-0.001038,,,,
2020-10-01,0.020217,0.010638,0.013678,0.004160,,,,,-0.006410,,,,
2020-10-02,0.025410,0.013330,0.018978,0.006974,,,,,-0.006273,,,,
2020-10-03,0.024606,0.018099,0.022868,0.016372,,,,,-0.001696,,,,
2020-10-04,0.024056,0.018194,0.024495,0.018631,,,,,0.000429,,,,
2020-10-05,0.013993,0.007855,0.021760,0.015574,,,,,0.007659,,,,
2020-10-06,0.016202,0.005417,0.015027,0.004254,,,,,-0.001156,,,,
2020-10-07,0.025345,0.017276,0.033139,0.025008,,,,,0.007601,,,,
2020-10-08,0.010143,0.006735,0.011593,0.008180,,,,,0.001436,,,,
2020-10-09,0.011502,0.002986,0.004639,-0.003819,,,,,-0.006785,,,,
2020-10-10,0.027827,0.016716,0.041227,0.029972,,,,,0.013038,,,,
2020-10-11,0.007979,-0.002799,0.006262,-0.004497,,,,,-0.001703,,,,
2020-10-12,0.017403,0.006809,0.021592,0.010955,,,,,0.004118,,,,
2020-10-13,0.016758,0.009366,0.006104,-0.001212,,,,,-0.010479,,,,
2020-10-14,0.015506,0.006756,0.023545,0.014725,,,,,0.007916,,,,
2020-10-15,0.021461,0.015343,0.028626,0.022465,,,0.055649,0.049326,0.007014,,0.033470,0.026456,
2020-10-16,0.016131,0.010704,0.009326,0.003935,,,0.007407,0.002027,-0.006697,,-0.008585,-0.001888,
2020-10-17,0.008413,-0.003491,0.004607,-0.007253,,,-0.016364,-0.027976,-0.003775,,-0.024571,-0.020796,
2020-10-18,0.013325,-0.001306,0.010054,-0.004529,,,0.006144,-0.008383,-0.003228,,-0.007087,-0.003859,
2020-10-19,0.018209,0.007279,0.018692,0.007757,,,0.003962,-0.006815,0.000475,,-0.013992,-0.014467,
2020-10-20,0.017899,0.008654,0.011664,0.002476,,,0.019081,0.009825,-0.006125,,0.001162,0.007287,
2020-10-21,0.017542,0.004942,0.029154,0.016409,,,0.060460,0.047327,0.011411,,0.042177,0.030766,
2020-10-22,0.018317,0.007386,0.026638,0.015618,,,0.050963,0.039681,0.008172,,0.032059,0.023887,
2020-10-23,0.022169,0.012586,0.017610,0.008070,,,0.011958,0.002470,-0.004460,,-0.009990,-0.005530,
2020-10-24,0.016454,0.007324,0.002259,-0.006744,,,-0.002544,-0.011503,-0.013966,,-0.018690,-0.004725,
2020-10-25,0.012583,0.004351,0.006892,-0.001294,,,0.030168,0.021793,-0.005621,,0.017367,0.022987,
2020-10-26,0.012039,0.001663,0.022737,0.012251,,,0.019418,0.008966,0.010571,,0.007291,-0.003280,
2020-10-27,0.014319,0.006068,0.014158,0.005909,,,0.035111,0.026691,-0.000158,,0.020499,0.020657,
2020-10-28,-0.002530,-0.007861,-0.009228,-0.014523,,,0.012847,0.007435,-0.006715,,0.015417,0.022132,
2020-10-29,0.016831,0.008159,0.023029,0.014305,,,-0.004869,-0.013356,0.006096,,-0.021341,-0.027437,
2020-10-30,0.013353,0.006003,0.012794,0.005448,,,0.018610,0.011222,-0.000552,,0.005187,0.005740,
2020-10-31,0.017557,0.012463,0.005797,0.000761,,,0.019105,0.014003,-0.011557,,0.001521,0.013078,
2020-11-01,0.007764,-0.001852,-0.002306,-0.011826,,,0.005353,-0.004240,-0.009992,,-0.002392,0.007599,
2020-11-02,0.012929,0.005699,0.021231,0.013941,,,0.026851,0.019521,0.008195,,0.013744,0.005548,
2020-11-03,0.012708,0.004675,0.024765,0.016637,,,0.068638,0.060161,0.011906,,0.055228,0.043322,
2020-11-04,0.021904,0.008415,0.021516,0.008032,,,0.095698,0.081235,-0.000380,,0.072212,0.072592,
2020-11-05,0.008548,-0.000546,0.003564,-0.005485,,,0.124078,0.113942,-0.004942,,0.114551,0.119493,
2020-11-06,0.034752,0.023560,0.045127,0.033823,,,0.137417,0.125114,0.010027,,0.099217,0.089190,
2020-11-07,0.021018,0.012281,0.015428,0.006739,,,0.071330,0.062163,-0.005475,,0.049276,0.054751,
2020-11-08,0.010734,0.000749,0.026868,0.016724,,,0.027466,0.017315,0.015963,,0.016554,0.000591,
2020-11-09,0.015403,0.006730,0.009568,0.000945,,,0.013019,0.004366,-0.005747,,-0.002348,0.003399,
2020-11-10,0.011137,0.001368,0.022562,0.012682,,,0.032804,0.022825,0.011299,,0.021428,0.010129,
2020-11-11,0.015644,0.003043,0.022329,0.009645,,,0.010479,-0.002057,0.006582,,-0.005085,-0.011667,
2020-11-12,0.015505,0.013865,0.019879,0.018232,,,0.030994,0.029329,0.004307,,0.015252,0.010945,
2020-11-13,0.015954,0.006586,0.018406,0.009015,,,0.034105,0.024569,0.002413,,0.017865,0.015452,
2020-11-14,0.010343,0.002075,0.000307,-0.007879,,,0.000770,-0.007420,-0.009933,,-0.009475,0.000458,
2020-11-15,0.013721,0.003561,0.007607,-0.002491,,,-0.000310,-0.010329,-0.006031,,-0.013841,-0.007810,
